Record_ID,Industry,Organization_Size,Leadership_Function,AI_Maturity_Level,Agent_Type,Use_Case_Area,Agent_Autonomy_Level,Decision_Making_Type,Context_Awareness_Score,Task_Complexity_Level,Human_Oversight_Level,Explainability_Level,Data_Privacy_Compliance,Integration_Level,Task_Success_Rate,Response_Time_Seconds,Productivity_Improvement_Percent,Leadership_Trust_Score,Adoption_Success_Level
AAI-04533,Financial Services,Medium,CEO Office,Early,Knowledge Management Agent,Cross-Functional Coordination,Low,ML-based,46.5,Simple,High,Medium,Yes,API-based,71.4,1.89,8.7,64.2,Low
AAI-04534,Government,Medium,Customer Experience,Developing,Workflow Automation Agent,Customer Support,High,ML-based,72.0,Complex,Low,Low,Yes,API-based,66.1,10.54,12.6,34.9,Medium
AAI-04535,Technology,Medium,CEO Office,Early,Decision Support Agent,Leadership Briefing,Low,Hybrid,41.0,Simple,Medium,High,Yes,Standalone,54.2,4.39,1.5,63.0,Low
AAI-04536,Retail,Large,Finance,Developing,Workflow Automation Agent,Financial Forecasting,Medium,Rule-based,41.0,Simple,Low,Medium,No,API-based,67.4,4.41,12.6,36.6,Low
AAI-04537,Education,Large,Risk & Compliance,Early,Workflow Automation Agent,Regulatory Reporting,Low,Rule-based,31.4,Moderate,High,High,Yes,API-based,62.7,7.39,5.9,71.1,Medium
AAI-04538,Healthcare,Medium,Finance,Advanced,Risk Monitoring Agent,Budgeting,High,ML-based,63.6,Moderate,Medium,Medium,Yes,Enterprise-wide,83.7,9.78,19.9,74.6,High
AAI-04539,Education,Medium,IT,Early,Executive Assistant Agent,System Monitoring,Medium,Hybrid,54.2,Moderate,Medium,High,Yes,Standalone,61.7,9.92,11.2,66.3,Medium
AAI-04540,Retail,Enterprise,Human Resources,Early,Decision Support Agent,Workforce Planning,Low,Hybrid,41.2,Simple,High,High,Yes,API-based,69.4,8.99,8.7,86.1,Medium
AAI-04541,Healthcare,Large,Risk & Compliance,Early,Strategy Insights Agent,Fraud Detection,Low,Rule-based,32.3,Simple,High,High,Yes,Standalone,68.1,5.57,4.9,68.2,Low
AAI-04542,Government,Medium,Risk & Compliance,Advanced,Risk Monitoring Agent,Policy Monitoring,Low,Rule-based,42.5,Simple,High,High,Yes,API-based,79.8,5.78,9.8,83.2,Medium
AAI-04543,Financial Services,Small,CEO Office,Developing,Talent Intelligence Agent,Leadership Briefing,Medium,Rule-based,37.2,Moderate,Medium,High,Yes,API-based,89.7,8.61,18.8,79.3,Medium
AAI-04544,Professional Services,Enterprise,Operations,Developing,Knowledge Management Agent,Process Automation,Low,ML-based,37.0,Simple,High,Medium,Yes,Standalone,68.2,5.56,8.2,69.9,Low
AAI-04545,Healthcare,Small,Operations,Early,Executive Assistant Agent,Operational Monitoring,Low,Hybrid,42.2,Simple,High,High,Yes,Standalone,59.6,5.26,6.8,60.2,Low
AAI-04546,Technology,Large,Finance,Developing,Workflow Automation Agent,Procurement Optimization,Medium,Rule-based,41.8,Moderate,Medium,High,Yes,API-based,82.7,8.59,17.8,83.2,High
AAI-04547,Government,Medium,Operations,Developing,Decision Support Agent,Operational Monitoring,Medium,Rule-based,44.9,Moderate,High,High,Yes,API-based,83.8,7.21,18.2,78.7,Medium
AAI-04548,Energy,Large,Marketing,Early,Knowledge Management Agent,Lead Qualification,Low,Rule-based,37.3,Simple,High,High,Yes,Standalone,58.8,3.84,1.5,64.9,Low
AAI-04549,Technology,Enterprise,CEO Office,Developing,Risk Monitoring Agent,Leadership Briefing,Medium,Hybrid,41.3,Simple,Medium,High,Yes,API-based,80.5,3.63,15.9,77.5,High
AAI-04550,Government,Medium,Strategy,Developing,Decision Support Agent,Strategic Planning,Medium,Rule-based,61.5,Moderate,Low,Medium,No,Standalone,60.3,8.3,9.7,55.4,Low
AAI-04551,Technology,Large,Risk & Compliance,Early,Strategy Insights Agent,Fraud Detection,Low,Rule-based,20.0,Simple,High,High,Yes,Standalone,55.9,4.87,4.5,65.6,Low
AAI-04552,Education,Enterprise,Risk & Compliance,Leading,Knowledge Management Agent,Risk Assessment,Medium,ML-based,58.4,Moderate,Medium,Medium,Yes,Enterprise-wide,80.7,8.17,18.1,66.2,High
AAI-04553,Retail,Medium,Risk & Compliance,Advanced,Customer Experience Agent,Risk Assessment,High,Hybrid,63.6,Moderate,Low,Medium,Yes,API-based,79.3,11.24,16.4,67.3,Medium
AAI-04554,Technology,Large,CEO Office,Developing,Customer Experience Agent,Executive Reporting,Medium,ML-based,50.5,Moderate,Medium,Medium,Yes,Enterprise-wide,73.6,7.01,12.9,57.1,Medium
AAI-04555,Technology,Medium,Strategy,Developing,Strategy Insights Agent,Scenario Planning,Low,Rule-based,48.1,Simple,High,High,Yes,Standalone,67.8,8.24,7.6,77.0,Medium
AAI-04556,Manufacturing,Large,Human Resources,Developing,Workflow Automation Agent,Talent Screening,Medium,Hybrid,48.4,Moderate,Medium,Medium,Yes,Standalone,73.6,7.16,8.1,66.2,Medium
AAI-04557,Telecommunications,Medium,Marketing,Early,Customer Experience Agent,Content Personalization,Low,ML-based,42.2,Simple,High,Medium,Yes,Standalone,60.0,4.47,4.1,68.8,Low
AAI-04558,Government,Medium,Strategy,Advanced,Customer Experience Agent,Scenario Planning,Medium,Hybrid,62.6,Complex,Medium,Medium,Yes,Standalone,64.8,9.6,9.9,66.8,Medium
AAI-04559,Professional Services,Enterprise,Marketing,Advanced,Procurement Agent,Market Analysis,Low,Hybrid,52.2,Moderate,High,High,Yes,Enterprise-wide,78.9,6.03,11.2,86.7,High
AAI-04560,Financial Services,Medium,CEO Office,Advanced,Workflow Automation Agent,Strategic Planning,High,ML-based,71.2,Complex,Low,Low,Yes,Enterprise-wide,70.2,8.86,11.6,48.2,Medium
AAI-04561,Financial Services,Medium,Operations,Advanced,Workflow Automation Agent,Operational Monitoring,Medium,Hybrid,72.3,Complex,Medium,Medium,No,API-based,71.8,8.28,17.2,54.1,Low
AAI-04562,Healthcare,Large,Risk & Compliance,Advanced,Executive Assistant Agent,Fraud Detection,Medium,ML-based,58.8,Moderate,High,Medium,Yes,Enterprise-wide,88.3,6.33,18.5,73.4,High
AAI-04563,Education,Medium,CEO Office,Early,Strategy Insights Agent,Cross-Functional Coordination,Low,Rule-based,37.7,Simple,High,High,Yes,API-based,57.6,5.66,4.2,70.1,Medium
AAI-04564,Financial Services,Enterprise,CEO Office,Developing,Finance Operations Agent,Executive Reporting,Medium,Hybrid,53.7,Moderate,High,Medium,Yes,Enterprise-wide,79.1,5.27,12.0,74.5,High
AAI-04565,Financial Services,Medium,Human Resources,Developing,Strategy Insights Agent,Employee Support,Medium,ML-based,42.3,Moderate,Medium,Medium,Yes,API-based,72.1,10.14,13.1,67.5,Medium
AAI-04566,Financial Services,Medium,Risk & Compliance,Developing,Knowledge Management Agent,Policy Monitoring,Medium,Rule-based,41.0,Simple,Medium,Medium,Yes,Standalone,65.0,6.6,7.9,63.3,Medium
AAI-04567,Technology,Small,Customer Experience,Early,Knowledge Management Agent,Feedback Analysis,Medium,Rule-based,34.3,Simple,Medium,Medium,No,Standalone,66.3,5.31,3.8,29.7,Low
AAI-04568,Financial Services,Medium,Finance,Developing,Knowledge Management Agent,Budgeting,Medium,ML-based,52.5,Complex,Low,Low,Yes,API-based,56.4,13.6,10.9,45.3,Low
AAI-04569,Technology,Small,Operations,Leading,Executive Assistant Agent,Demand Forecasting,High,Hybrid,83.8,Complex,Low,Medium,Yes,API-based,85.4,11.1,17.9,52.5,High
AAI-04570,Logistics,Large,Human Resources,Early,Decision Support Agent,Talent Screening,Medium,Hybrid,48.5,Simple,Medium,Medium,Yes,Standalone,66.8,7.6,6.4,67.9,Low
AAI-04571,Healthcare,Large,Finance,Developing,Knowledge Management Agent,Financial Forecasting,Medium,Hybrid,54.4,Moderate,Medium,Medium,Yes,API-based,76.1,6.39,15.2,69.2,Medium
AAI-04572,Financial Services,Large,Operations,Developing,Workflow Automation Agent,Demand Forecasting,High,Hybrid,57.2,Moderate,Medium,Medium,Yes,API-based,76.6,7.93,17.9,61.0,Medium
AAI-04573,Telecommunications,Enterprise,Finance,Early,Workflow Automation Agent,Procurement Optimization,Low,Hybrid,41.9,Simple,High,Medium,Yes,API-based,65.4,2.49,6.9,71.9,Medium
AAI-04574,Logistics,Large,Operations,Leading,Workflow Automation Agent,Process Automation,High,Rule-based,78.6,Moderate,Low,Medium,No,Enterprise-wide,83.0,7.83,20.3,56.1,Medium
AAI-04575,Manufacturing,Large,CEO Office,Early,Decision Support Agent,Leadership Briefing,Low,Rule-based,39.0,Simple,High,High,No,Standalone,63.1,4.32,3.8,54.5,Low
AAI-04576,Healthcare,Small,Finance,Advanced,Decision Support Agent,Procurement Optimization,Medium,Rule-based,45.5,Moderate,Medium,Medium,Yes,API-based,85.0,8.24,17.8,74.2,High
AAI-04577,Financial Services,Enterprise,Operations,Developing,Workflow Automation Agent,Demand Forecasting,Medium,Hybrid,58.0,Simple,High,High,Yes,Enterprise-wide,80.9,3.11,19.3,75.7,High
AAI-04578,Financial Services,Enterprise,Human Resources,Leading,Decision Support Agent,Talent Screening,High,Hybrid,74.4,Complex,Low,Medium,Yes,Enterprise-wide,97.2,8.64,26.3,61.9,High
AAI-04579,Retail,Medium,Operations,Leading,Strategy Insights Agent,Operational Monitoring,High,ML-based,64.6,Complex,Low,Low,Yes,API-based,74.8,11.78,16.0,51.3,Medium
AAI-04580,Logistics,Small,Marketing,Developing,Knowledge Management Agent,Content Personalization,High,ML-based,55.4,Moderate,Low,Low,No,Standalone,47.7,11.2,5.2,25.0,Low
AAI-04581,Technology,Large,Finance,Early,Talent Intelligence Agent,Budgeting,Medium,Rule-based,31.0,Moderate,Medium,Medium,Yes,API-based,77.0,9.61,13.6,71.7,Medium
AAI-04582,Telecommunications,Medium,IT,Developing,Workflow Automation Agent,Service Desk Automation,Medium,Hybrid,44.6,Moderate,Medium,Medium,Yes,API-based,75.9,9.26,13.2,61.6,Medium
AAI-04583,Healthcare,Enterprise,CEO Office,Developing,Talent Intelligence Agent,Leadership Briefing,Medium,ML-based,51.5,Moderate,Medium,Medium,Yes,Enterprise-wide,80.1,3.41,12.2,63.7,High
AAI-04584,Technology,Enterprise,Strategy,Advanced,Customer Experience Agent,Market Analysis,High,ML-based,64.4,Complex,Low,Low,Yes,API-based,67.1,14.66,12.9,57.9,Medium
AAI-04585,Professional Services,Large,Human Resources,Advanced,Customer Experience Agent,Workforce Planning,Medium,Hybrid,73.7,Moderate,Medium,Medium,Yes,API-based,80.8,6.24,15.5,64.8,Medium
AAI-04586,Government,Medium,Operations,Advanced,Strategy Insights Agent,Demand Forecasting,High,Rule-based,56.8,Complex,Low,Medium,Yes,API-based,76.6,11.39,17.3,54.0,Medium
AAI-04587,Telecommunications,Medium,Operations,Early,Decision Support Agent,Operational Monitoring,Medium,Hybrid,49.7,Moderate,Medium,Medium,No,Standalone,56.1,9.53,6.6,40.1,Low
AAI-04588,Logistics,Small,Finance,Advanced,Talent Intelligence Agent,Budgeting,Medium,ML-based,57.9,Moderate,Medium,Medium,Yes,Enterprise-wide,81.1,6.78,12.6,62.6,High
AAI-04589,Healthcare,Small,Operations,Leading,Knowledge Management Agent,Operational Monitoring,Medium,Hybrid,75.5,Complex,High,Medium,Yes,Standalone,73.5,9.99,9.7,72.7,Medium
AAI-04590,Technology,Medium,Operations,Leading,Executive Assistant Agent,Demand Forecasting,Medium,ML-based,73.8,Moderate,Medium,Medium,Yes,Enterprise-wide,78.4,9.07,16.3,70.2,High
AAI-04591,Professional Services,Small,Finance,Early,Customer Experience Agent,Budgeting,Low,Rule-based,33.0,Simple,High,High,No,Standalone,58.1,3.75,2.1,63.2,Low
AAI-04592,Energy,Medium,Human Resources,Advanced,Talent Intelligence Agent,Learning & Development,Medium,Hybrid,70.6,Moderate,Low,Medium,Yes,API-based,77.2,7.95,13.6,65.4,Medium
AAI-04593,Healthcare,Small,Customer Experience,Developing,Finance Operations Agent,Service Personalization,High,Hybrid,66.8,Complex,Medium,Medium,Yes,Standalone,68.7,14.79,10.6,57.4,Medium
AAI-04594,Government,Medium,Customer Experience,Advanced,Decision Support Agent,Escalation Routing,Medium,Rule-based,49.6,Simple,Low,High,Yes,API-based,93.4,4.5,19.9,80.1,High
AAI-04595,Professional Services,Enterprise,Customer Experience,Advanced,Knowledge Management Agent,Customer Support,High,Rule-based,60.4,Moderate,Low,Medium,No,API-based,82.8,8.13,15.0,47.7,Medium
AAI-04596,Education,Small,Strategy,Developing,Workflow Automation Agent,Scenario Planning,High,Hybrid,59.6,Complex,Low,Low,No,API-based,60.7,11.83,12.6,25.0,Low
AAI-04597,Energy,Medium,Marketing,Advanced,Executive Assistant Agent,Campaign Optimization,High,Rule-based,54.2,Complex,Low,Medium,Yes,API-based,79.7,11.29,16.4,58.1,Medium
AAI-04598,Retail,Small,Customer Experience,Advanced,Strategy Insights Agent,Feedback Analysis,High,Rule-based,48.9,Moderate,Low,Medium,Yes,Standalone,85.2,11.55,18.5,63.1,Medium
AAI-04599,Technology,Large,Risk & Compliance,Developing,Decision Support Agent,Fraud Detection,Low,ML-based,44.7,Simple,High,Medium,Yes,API-based,74.7,4.88,10.5,63.2,Medium
AAI-04600,Logistics,Large,Strategy,Advanced,Decision Support Agent,Market Analysis,High,Rule-based,62.8,Complex,Low,Medium,Yes,Enterprise-wide,85.9,10.59,23.0,68.9,High
AAI-04601,Manufacturing,Small,Operations,Advanced,Procurement Agent,Workflow Orchestration,High,Hybrid,73.6,Moderate,Low,Low,No,API-based,76.5,9.84,17.2,42.0,Medium
AAI-04602,Healthcare,Large,Human Resources,Advanced,Knowledge Management Agent,Workforce Planning,Low,Hybrid,49.0,Simple,High,High,Yes,API-based,75.4,1.96,15.1,83.1,Medium
AAI-04603,Education,Medium,Risk & Compliance,Developing,Workflow Automation Agent,Fraud Detection,Low,Hybrid,34.5,Simple,Medium,High,Yes,API-based,72.0,1.98,11.6,80.2,Medium
AAI-04604,Manufacturing,Large,IT,Early,Customer Experience Agent,System Monitoring,Low,Rule-based,43.7,Simple,High,High,Yes,Enterprise-wide,71.8,1.2,8.0,86.9,Medium
AAI-04605,Retail,Large,Marketing,Developing,Executive Assistant Agent,Content Personalization,Low,Hybrid,50.8,Moderate,High,Medium,Yes,API-based,66.6,5.2,6.7,68.5,Medium
AAI-04606,Healthcare,Medium,Marketing,Early,Workflow Automation Agent,Market Analysis,Low,Hybrid,33.6,Simple,Medium,High,Yes,Standalone,55.8,4.83,3.1,62.7,Low
AAI-04607,Professional Services,Small,Human Resources,Developing,Knowledge Management Agent,Workforce Planning,Medium,ML-based,59.2,Moderate,Low,Medium,No,Standalone,67.3,6.54,9.0,31.4,Low
AAI-04608,Education,Small,Human Resources,Leading,Knowledge Management Agent,Learning & Development,Medium,ML-based,80.0,Moderate,Medium,Low,Yes,Standalone,76.2,6.48,12.9,60.5,Medium
AAI-04609,Technology,Medium,Marketing,Leading,Decision Support Agent,Lead Qualification,Medium,ML-based,71.7,Complex,Medium,Medium,Yes,Enterprise-wide,79.6,10.05,18.1,64.6,High
AAI-04610,Technology,Large,IT,Developing,Strategy Insights Agent,Incident Triage,Low,ML-based,58.7,Simple,High,Medium,No,API-based,65.8,6.89,8.7,47.0,Low
AAI-04611,Financial Services,Medium,CEO Office,Advanced,Knowledge Management Agent,Cross-Functional Coordination,Low,Hybrid,59.1,Moderate,High,Medium,Yes,Enterprise-wide,84.7,7.83,15.5,73.4,High
AAI-04612,Retail,Large,CEO Office,Developing,Knowledge Management Agent,Executive Reporting,Low,ML-based,43.2,Moderate,High,Medium,Yes,API-based,64.5,6.98,5.5,72.9,Medium
AAI-04613,Retail,Small,Risk & Compliance,Advanced,Talent Intelligence Agent,Fraud Detection,Medium,Rule-based,50.8,Moderate,Medium,Medium,Yes,API-based,71.5,7.06,8.0,66.5,Medium
AAI-04614,Healthcare,Medium,Risk & Compliance,Advanced,Knowledge Management Agent,Risk Assessment,Medium,Rule-based,52.9,Complex,High,High,Yes,Enterprise-wide,76.4,10.55,16.1,77.7,High
AAI-04615,Retail,Small,CEO Office,Advanced,Decision Support Agent,Leadership Briefing,High,ML-based,86.7,Complex,Low,Low,No,Enterprise-wide,79.3,12.31,15.3,38.3,Medium
AAI-04616,Financial Services,Medium,Finance,Developing,Strategy Insights Agent,Financial Forecasting,High,ML-based,77.0,Complex,Low,Low,No,API-based,65.2,10.37,14.4,35.1,Low
AAI-04617,Manufacturing,Large,Strategy,Advanced,Executive Assistant Agent,Scenario Planning,High,Hybrid,83.6,Complex,Low,Medium,Yes,Enterprise-wide,78.8,11.75,18.7,56.4,Medium
AAI-04618,Education,Medium,Finance,Advanced,Finance Operations Agent,Expense Control,High,ML-based,68.6,Complex,Low,Low,Yes,API-based,74.5,13.17,15.8,50.8,Medium
AAI-04619,Financial Services,Large,CEO Office,Early,Decision Support Agent,Executive Reporting,Medium,ML-based,44.5,Moderate,High,Medium,No,Standalone,56.5,9.53,6.8,46.9,Low
AAI-04620,Energy,Small,CEO Office,Early,Customer Experience Agent,Strategic Planning,Low,Hybrid,35.5,Simple,High,High,Yes,Standalone,66.0,2.69,6.5,68.7,Low
AAI-04621,Government,Large,Finance,Advanced,Executive Assistant Agent,Expense Control,High,ML-based,66.3,Complex,Low,Low,Yes,Enterprise-wide,80.5,9.39,21.2,58.1,High
AAI-04622,Financial Services,Large,Operations,Leading,Knowledge Management Agent,Workflow Orchestration,High,ML-based,78.7,Complex,Low,Low,Yes,Enterprise-wide,81.0,12.9,20.5,54.0,High
AAI-04623,Healthcare,Small,Strategy,Early,Strategy Insights Agent,Competitive Intelligence,Medium,Hybrid,50.3,Moderate,Medium,Medium,Yes,Standalone,66.4,8.8,7.6,51.3,Low
AAI-04624,Government,Enterprise,Strategy,Developing,Executive Assistant Agent,Strategic Planning,High,Hybrid,64.7,Complex,Low,Medium,Yes,Enterprise-wide,77.4,9.39,17.8,51.6,Medium
AAI-04625,Technology,Small,Finance,Early,Customer Experience Agent,Expense Control,Low,Hybrid,41.1,Simple,High,High,No,Standalone,55.3,3.26,2.2,58.0,Low
AAI-04626,Financial Services,Large,Human Resources,Advanced,Workflow Automation Agent,Talent Screening,High,Hybrid,71.3,Complex,Low,Medium,Yes,Enterprise-wide,85.6,10.62,18.9,64.4,High
AAI-04627,Financial Services,Large,Marketing,Leading,Risk Monitoring Agent,Campaign Optimization,Medium,Hybrid,72.0,Moderate,Medium,Medium,No,Enterprise-wide,76.8,5.98,15.7,59.3,Medium
AAI-04628,Technology,Large,Operations,Leading,Customer Experience Agent,Demand Forecasting,High,ML-based,78.1,Moderate,Low,Low,Yes,Enterprise-wide,76.1,9.75,15.0,61.5,High
AAI-04629,Education,Large,IT,Early,Talent Intelligence Agent,System Monitoring,Low,Hybrid,35.1,Simple,High,High,Yes,API-based,63.6,5.79,9.8,58.7,Low
AAI-04630,Education,Large,Human Resources,Leading,Executive Assistant Agent,Learning & Development,High,Hybrid,83.4,Complex,Low,Medium,No,Enterprise-wide,91.2,9.21,22.0,49.4,High
AAI-04631,Education,Enterprise,Customer Experience,Early,Strategy Insights Agent,Escalation Routing,Medium,Hybrid,50.4,Simple,Medium,Medium,Yes,Enterprise-wide,81.5,7.04,19.6,73.4,Medium
AAI-04632,Retail,Medium,CEO Office,Early,Customer Experience Agent,Executive Reporting,Low,Hybrid,38.9,Moderate,High,Medium,Yes,Standalone,51.2,5.66,1.5,65.6,Low
AAI-04633,Manufacturing,Medium,IT,Advanced,Decision Support Agent,Service Desk Automation,High,ML-based,66.1,Moderate,Low,Low,No,API-based,73.8,9.91,20.9,38.9,Medium
AAI-04634,Technology,Medium,Finance,Developing,Executive Assistant Agent,Expense Control,Low,Rule-based,36.2,Simple,Medium,High,Yes,API-based,65.3,3.63,8.3,68.4,Medium
AAI-04635,Education,Medium,Finance,Developing,Workflow Automation Agent,Financial Forecasting,Low,Rule-based,26.4,Simple,High,High,No,Standalone,53.3,5.05,1.6,50.5,Low
AAI-04636,Technology,Enterprise,Finance,Early,Talent Intelligence Agent,Financial Forecasting,Low,Hybrid,40.1,Simple,Medium,High,Yes,API-based,67.9,5.22,10.5,66.9,Medium
AAI-04637,Professional Services,Medium,Marketing,Advanced,Risk Monitoring Agent,Lead Qualification,Medium,Hybrid,49.1,Moderate,Low,Medium,No,API-based,83.4,9.59,18.8,49.9,Medium
AAI-04638,Professional Services,Medium,Strategy,Developing,Decision Support Agent,Scenario Planning,High,Hybrid,66.8,Complex,Medium,Medium,No,API-based,73.4,12.91,16.4,53.9,Low
AAI-04639,Education,Medium,Strategy,Advanced,Knowledge Management Agent,Competitive Intelligence,High,ML-based,63.5,Complex,Low,Low,Yes,Enterprise-wide,71.9,8.67,14.6,38.3,High
AAI-04640,Logistics,Medium,IT,Advanced,Decision Support Agent,System Monitoring,Medium,Hybrid,58.6,Moderate,High,Medium,Yes,Enterprise-wide,70.7,6.98,13.5,69.9,Medium
AAI-04641,Energy,Large,Human Resources,Leading,Knowledge Management Agent,Talent Screening,High,Hybrid,81.3,Moderate,Low,Low,Yes,Enterprise-wide,90.2,8.71,21.4,62.6,High
AAI-04642,Technology,Small,Marketing,Early,Risk Monitoring Agent,Campaign Optimization,Low,Hybrid,31.2,Simple,Medium,Medium,No,Standalone,58.9,6.48,4.0,51.4,Low
AAI-04643,Financial Services,Medium,Risk & Compliance,Developing,Workflow Automation Agent,Fraud Detection,Medium,Rule-based,41.9,Moderate,High,High,Yes,Standalone,73.4,6.65,12.2,77.7,Medium
AAI-04644,Retail,Enterprise,Marketing,Early,Risk Monitoring Agent,Content Personalization,Low,Rule-based,22.3,Simple,High,High,Yes,API-based,76.1,3.36,11.5,74.7,Medium
AAI-04645,Logistics,Large,Operations,Leading,Knowledge Management Agent,Workflow Orchestration,Medium,Hybrid,78.5,Complex,Medium,Medium,Yes,API-based,80.5,11.84,16.9,55.7,Medium
AAI-04646,Manufacturing,Large,Human Resources,Advanced,Finance Operations Agent,Employee Support,Medium,ML-based,68.0,Moderate,High,Medium,Yes,API-based,75.0,8.29,12.0,70.6,Medium
